0.37132 1:0.26592 2:0.265892 3:0.714928535467987 4:0.171 5:0.945452737766528 6:0.311624 7:0.911102894854934 8:0.331785 9:0.177716 10:0.296831 11:0.287751 12:0.2883 13:0.796510887431526 14:0.790987700122713 15:0.759550561797753 16:0.678651685393258 17:0.799455706072509 18:0.944953931580313 19:0.875280898876404 20:1.23551120006 21:0.2022 22:0.2921 23:0.2472 30:0.304412 #T0911:Atome2_CBS_TS1
0.54963 1:0.42547 2:0.416409 3:0.744117004158079 4:0.330 5:0.962525185098592 6:0.373708 7:0.928777396813891 8:0.451346 9:0.346163 10:0.422719 11:0.410952 12:0.4327 13:0.817247852020284 14:0.795239861876088 15:0.815730337078652 16:0.712359550561798 17:0.80275782214161 18:0.944125117662169 19:0.904494382022472 20:1.17329751991 21:0.382 22:0.427 23:0.6854 30:0.443368 #T0911:MULTICOM-NOVEL_TS4
0.58211 1:0.38321 2:0.442035 3:0.75085901104334 4:0.357 5:0.974365243442472 6:0.354337 7:0.928754136902605 8:0.447016 9:0.322398 10:0.417003 11:0.416584 12:0.4571 13:0.794036468144552 14:0.810036814017865 15:0.786516853932584 16:0.685393258426966 17:0.815247609946604 18:0.945124146715446 19:0.889887640449438 20:1.12193932091 21:0.3483 22:0.427 23:0.7865 30:0.452514 #T0911:MULTICOM-NOVEL_TS5
0.10233 1:0.36304 2:0.0860086 3:0.808378069418219 4:0.046 5:0.905755636536659 6:0.298707 7:0.866608496660281 8:0.336898 9:0.249792 10:0.333453 11:0.303276 12:0.0857 13:0.725773756138871 14:0.777203846922177 15:0.678651685393258 16:0.712359550561798 17:0.787778463902808 18:0.946723760695177 19:0.837078651685393 20:1.14177038434 21:0.1573 22:0.1685 23:0.0562 30:0.121691 #T0911:MULTICOM-REFINE_TS1
0.09498 1:0.27654 2:0.0808721 3:0.803071075110929 4:0.040 5:0.925168630295536 6:0.329369 7:0.898220002934121 8:0.325423 9:0.212428 10:0.240092 11:0.282834 12:0.0794 13:0.747578892619352 14:0.763291572729089 15:0.674157303370786 16:0.68314606741573 17:0.777487660848509 18:0.943906435166257 19:0.834831460674157 20:1.19279645392 21:0.1011 22:0.1011 23:0.0674 30:0.103617 #T0911:MULTICOM-REFINE_TS2
0.10478 1:0.26205 2:0.080565 3:0.747973343180006 4:0.045 5:0.896024421053649 6:0.308514 7:0.865583172612575 8:0.345325 9:0.196575 10:0.293454 11:0.274056 12:0.0792 13:0.755872144779001 14:0.761565023829229 15:0.678651685393258 16:0.671910112359551 17:0.775962019942816 18:0.94211623297196 19:0.837078651685393 20:1.16034838838 21:0.2247 22:0.0787 23:0.0787 30:0.111898 #T0911:MULTICOM-REFINE_TS3
0.10539 1:0.24826 2:0.0811593 3:0.773032960419422 4:0.047 5:0.857861675558175 6:0.266659 7:0.832429500198485 8:0.273604 9:0.17131 10:0.25182 11:0.259468 12:0.0776 13:0.729587141128185 14:0.75478724922234 15:0.640449438202247 16:0.678651685393258 17:0.767512838243605 18:0.943648416576522 19:0.817977528089888 20:1.13419655398 21:0.0674 22:0.0449 23:0.0899 30:0.107526 #T0911:MULTICOM-REFINE_TS4
0.10294 1:0.17825 2:0.0908014 3:0.722083015848121 4:0.038 5:0.762554038953887 6:0.193073 7:0.749372251954642 8:0.148326 9:0.0929336 10:0.135986 11:0.145604 12:0.0730 13:0.70417613266963 14:0.711680602722525 15:0.665168539325843 16:0.570786516853933 17:0.727101036694271 18:0.934612643263682 19:0.829213483146067 20:0.981979659063 21:0.1236 22:0.0337 23:0.1124 30:0.104849 #T0911:MULTICOM-REFINE_TS5
0.43076 1:0.47646 2:0.307668 3:0.83070432936626 4:0.211 5:1 6:0.382308 7:1 8:0.464035 9:0.403885 10:0.483538 11:0.466566 12:0.3309 13:0.895946761443389 14:0.830384406837704 15:0.759550561797753 16:0.714606741573034 17:0.833921110226938 18:0.948132630276978 19:0.876404494382023 20:1.21695235853 21:0.2921 22:0.2697 23:0.6292 30:0.380679 #T0911:Pareto-server_TS1
0.09743 1:0.28295 2:0.08002 3:0.814354406941739 4:0.041 5:0.994498722376264 6:0.393458 7:0.98644998672742 8:0.369583 9:0.225816 10:0.320683 11:0.317565 12:0.0743 13:0.872143912140378 14:0.80726862817842 15:0.635955056179775 16:0.633707865168539 17:0.819282954639111 18:0.942693295822636 19:0.81123595505618 20:1.24015038981 21:0.1011 22:0.0112 23:0.0112 30:0.095511 #T0911:Pareto-server_TS2
0.48407 1:0.49086 2:0.372549 3:0.788286246725837 4:0.278 5:1 6:0.369368 7:1 8:0.43032 9:0.347967 10:0.378539 11:0.381686 12:0.4008 13:0.916062854037402 14:0.817756342570132 15:0.737078651685393 16:0.707865168539326 17:0.824774125144721 18:0.944569430153384 19:0.868539325842697 20:1.0829237153 21:0.2584 22:0.3933 23:0.7416 30:0.419571 #T0911:Pareto-server_TS3
0.07904 1:0.34892 2:0.0744829 3:0.803567525245477 4:0.041 5:0.993389228332383 6:0.388078 7:0.988300262448437 8:0.387331 9:0.210805 10:0.302831 11:0.28858 12:0.0771 13:0.872270740465371 14:0.807026055192489 15:0.624719101123596 16:0.676404494382022 17:0.813996263650805 18:0.941613464319985 19:0.808988764044944 20:1.20838312774 21:0.1236 22:0.0337 23:0 30:0.098716 #T0911:Pareto-server_TS4
0.08088 1:0.30644 2:0.0696836 3:0.795648198803991 4:0.041 5:0.965118966968418 6:0.357934 7:0.942310824746716 8:0.363833 9:0.166634 10:0.268072 11:0.27562 12:0.0692 13:0.869955356696329 14:0.805684769270283 15:0.584269662921348 16:0.651685393258427 17:0.815605231585891 18:0.941094801628696 19:0.761797752808989 20:1.25260000161 21:0.1011 22:0 23:0 30:0.094300 #T0911:Pareto-server_TS5
0.3364 1:0.47486 2:0.226872 3:0.761635189834545 4:0.150 5:0.973727795550059 6:0.333168 7:1 8:0.471236 9:0.346545 10:0.435516 11:0.373342 12:0.2616 13:0.914396348517836 14:0.777860220884107 15:0.901123595505618 16:0.714606741573034 17:0.787003423938302 18:0.942894851756672 19:0.947191011235955 20:1.16700719632 21:0.3146 22:0.3146 23:0.3258 30:0.308775 #T0911:Pcons-net_TS1
0.3364 1:0.56929 2:0.247231 3:0.787792266492456 4:0.149 5:0.980245212632962 6:0.347151 7:0.996215915117624 8:0.452057 9:0.398926 10:0.435334 11:0.411054 12:0.2718 13:0.929569070425728 14:0.792314717045746 15:0.874157303370787 16:0.710112359550562 17:0.800841821779939 18:0.945250560775191 19:0.934831460674157 20:1.21156660068 21:0.2809 22:0.2247 23:0.3483 30:0.325371 #T0911:Pcons-net_TS2
0.31556 1:0.43268 2:0.235748 3:0.787849897519684 4:0.156 5:0.967153454684224 6:0.322785 7:0.988667094910164 8:0.426387 9:0.28467 10:0.357316 11:0.333875 12:0.2677 13:0.911863649548399 14:0.785008989469479 15:0.856179775280899 16:0.70561797752809 17:0.795356771890874 18:0.944473291872913 19:0.926966292134832 20:1.21907366355 21:0.2921 22:0.2584 23:0.382 30:0.315213 #T0911:Pcons-net_TS3
0.36949 1:0.43938 2:0.269762 3:0.771720619599407 4:0.185 5:1 6:0.365457 7:1 8:0.483312 9:0.410877 10:0.475263 11:0.429294 12:0.3050 13:0.92020684619565 14:0.792928284010159 15:0.867415730337079 16:0.712359550561798 17:0.80366834470473 18:0.945454144099341 19:0.930337078651685 20:1.19340112576 21:0.3146 22:0.3146 23:0.3034 30:0.338745 #T0911:Pcons-net_TS4
0.269 1:0.41491 2:0.195074 3:0.762957410259228 4:0.134 5:0.967386088428802 6:0.317665 7:0.987433105835448 8:0.406632 9:0.321892 10:0.387766 11:0.359738 12:0.2262 13:0.916229091163693 14:0.793042436003539 15:0.847191011235955 16:0.685393258426966 17:0.801351149513272 18:0.943601261508788 19:0.920224719101124 20:1.12663745494 21:0.3146 22:0.1685 23:0.3483 30:0.278173 #T0911:Pcons-net_TS5
0.48775 1:0.42384 2:0.368774 3:0.732692887960755 4:0.273 5:0.96695240733477 6:0.346886 7:0.939029828250401 8:0.474854 9:0.380333 10:0.459744 11:0.460153 12:0.3862 13:0.78853523953683 14:0.781712850660655 15:0.829213483146067 16:0.703370786516854 17:0.791356965872907 18:0.941121888557107 19:0.91123595505618 20:1.20353106559 21:0.3596 22:0.3933 23:0.6742 30:0.416824 #T0911:PhyreTopoAlpha_TS1
0.3364 1:0.38581 2:0.271597 3:0.627528695105932 4:0.175 5:0.987321024867883 6:0.328117 7:0.91387567905901 8:0.379021 9:0.284062 10:0.353178 11:0.341313 12:0.2788 13:0.777411155157985 14:0.817199851602409 15:0.728089887640449 16:0.692134831460674 17:0.824047882374861 18:0.946656870408712 19:0.862921348314607 20:1.14004449628 21:0.2135 22:0.2135 23:0.6517 30:0.330645 #T0911:PhyreTopoAlpha_TS2
0.38174 1:0.35511 2:0.298421 3:0.725231316535535 4:0.198 5:0.908537606432415 6:0.30123 7:0.898157909076788 8:0.388791 9:0.288892 10:0.404752 11:0.37943 12:0.3185 13:0.813844158528738 14:0.757641049056819 15:0.768539325842697 16:0.696629213483146 17:0.766465574445622 18:0.938591533076891 19:0.880898876404494 20:1.17170774374 21:0.2472 22:0.2921 23:0.5955 30:0.360372 #T0911:PhyreTopoAlpha_TS3
0.43199 1:0.29677 2:0.301366 3:0.695790917926419 4:0.213 5:0.929078702300328 6:0.320342 7:0.885422599630646 8:0.366722 9:0.25895 10:0.350733 11:0.341096 12:0.3192 13:0.779284840280996 14:0.784010159527411 15:0.739325842696629 16:0.698876404494382 17:0.79347369639155 18:0.942763973774327 19:0.865168539325843 20:1.14140887695 21:0.2697 22:0.3483 23:0.3933 30:0.344506 #T0911:PhyreTopoAlpha_TS4
0.13358 1:0.62800 2:0.112382 3:0.870313311079524 4:0.069 5:1 6:0.374819 7:0.746825796855313 8:0.506507 9:0.373566 10:0.485134 11:0.438469 12:0.1101 13:0.493552159982396 14:0.821979966325162 15:0.840449438202247 16:0.817977528089888 17:0.827470630824277 18:0.94680524272342 19:0.914606741573034 20:1.08421317499 21:0.3371 22:0.3371 23:0.6742 30:0.225980 #T0911:PhyreTopoAlpha_TS5
0.60539 1:0.45720 2:0.448508 3:0.773778870571827 4:0.356 5:0.99219048267267 6:0.358138 7:0.982888927354632 8:0.504169 9:0.465825 10:0.519917 11:0.512353 12:0.4650 13:0.831269316814089 14:0.807782312148626 15:0.833707865168539 16:0.692134831460674 17:0.813038121677295 18:0.94455794685359 19:0.913483146067416 20:1.23309747955 21:0.427 22:0.573 23:0.7865 30:0.474689 #T0911:QUARK_TS1
0.58088 1:0.45160 2:0.411866 3:0.745004521977386 4:0.320 5:1 6:0.353241 7:1 8:0.518657 9:0.429063 10:0.49128 11:0.493376 12:0.4348 13:0.852978565212898 14:0.803544419394424 15:0.849438202247191 16:0.732584269662921 17:0.81190318294349 18:0.944907305421609 19:0.921348314606742 20:1.22978489812 21:0.4494 22:0.4607 23:0.809 30:0.455875 #T0911:QUARK_TS2
0.5674 1:0.38814 2:0.416883 3:0.736071712757081 4:0.322 5:0.986690315563199 6:0.336483 7:0.978846691140682 8:0.452991 9:0.347827 10:0.455204 11:0.452276 12:0.4366 13:0.846924613163606 14:0.801361262521047 15:0.817977528089888 16:0.70561797752809 17:0.808631884757933 18:0.944891759433121 19:0.90561797752809 20:1.19309027918 21:0.3371 22:0.382 23:0.7079 30:0.442668 #T0911:QUARK_TS3
0.5962 1:0.45419 2:0.444536 3:0.721199614530758 4:0.351 5:0.995335769445545 6:0.36161 7:0.978777720430108 8:0.527906 9:0.42188 10:0.503117 11:0.492253 12:0.4590 13:0.813077187238483 14:0.807839388145316 15:0.820224719101124 16:0.703370786516854 17:0.815352423091452 18:0.945502014549828 19:0.906741573033708 20:1.23481479874 21:0.4719 22:0.4944 23:0.8202 30:0.469875 #T0911:QUARK_TS4
0.5864 1:0.51664 2:0.436119 3:0.783316805578025 4:0.351 5:0.974117689170781 6:0.345101 7:0.964270881875766 8:0.473086 9:0.404715 10:0.496192 11:0.492455 12:0.4588 13:0.804343370019304 14:0.803615764390286 15:0.782022471910112 16:0.737078651685393 17:0.808903850347731 18:0.945628841859385 19:0.887640449438202 20:1.22269934891 21:0.382 22:0.5506 23:0.8427 30:0.471267 #T0911:QUARK_TS5
0.59498 1:0.52586 2:0.434339 3:0.760228169469799 4:0.348 5:0.979379719062479 6:0.36724 7:0.938977982222683 8:0.492586 9:0.424797 10:0.507242 11:0.490529 12:0.4485 13:0.798066168110878 14:0.798150737707257 15:0.786516853932584 16:0.732584269662921 17:0.804105331625751 18:0.940768236776237 19:0.889887640449438 20:1.18159297856 21:0.3371 22:0.4831 23:0.8539 30:0.465453 #T0911:RBO_Aleph_TS1
0.59498 1:0.51064 2:0.434768 3:0.760600301245612 4:0.350 5:0.982104216709981 6:0.368096 7:0.946497744386337 8:0.512523 9:0.446401 10:0.526439 11:0.507498 12:0.4494 13:0.799589908412879 14:0.800362432578979 15:0.791011235955056 16:0.71685393258427 17:0.806911636725306 18:0.941650830469609 19:0.892134831460674 20:1.17444512046 21:0.382 22:0.4607 23:0.8315 30:0.465531 #T0911:RBO_Aleph_TS2
0.59252 1:0.50501 2:0.434331 3:0.764387483034866 4:0.349 5:0.97301130543828 6:0.363095 7:0.93154802357652 8:0.501153 9:0.436248 10:0.499728 11:0.488692 12:0.4473 13:0.800228451020728 14:0.795339744870295 15:0.77752808988764 16:0.741573033707865 17:0.802857908461732 18:0.940292436901476 19:0.885393258426966 20:1.1831515655 21:0.3933 22:0.4157 23:0.8539 30:0.465354 #T0911:RBO_Aleph_TS3
0.60233 1:0.45370 2:0.438849 3:0.775505331487494 4:0.354 5:0.966013578067184 6:0.364428 7:0.927321663197501 8:0.482615 9:0.405572 10:0.496945 11:0.473231 12:0.4499 13:0.798362767684783 14:0.792186296053195 15:0.793258426966292 16:0.725842696629214 17:0.798975898970594 18:0.939251200220418 19:0.893258426966292 20:1.16822755846 21:0.4157 22:0.4719 23:0.7978 30:0.463343 #T0911:RBO_Aleph_TS4
0.61213 1:0.50792 2:0.44014 3:0.761220246438505 4:0.354 5:0.95238622879612 6:0.352394 7:0.903725591242514 8:0.466169 9:0.396505 10:0.478713 11:0.446845 12:0.4528 13:0.773140934808774 14:0.793727347963814 15:0.766292134831461 16:0.752808988764045 17:0.801828048356931 18:0.940989201695493 19:0.879775280898876 20:1.18499402895 21:0.3596 22:0.4944 23:0.7753 30:0.463274 #T0911:RBO_Aleph_TS5
0.49081 1:0.34562 2:0.358986 3:0.72254653396711 4:0.276 5:0.898493064217879 6:0.264863 7:0.91648685740175 8:0.412392 9:0.351086 10:0.396784 11:0.409209 12:0.3767 13:0.831048934261985 14:0.752918010330755 15:0.887640449438202 16:0.638202247191011 17:0.761765867719815 18:0.937259357288306 19:0.940449438202247 20:1.19701186796 21:0.2472 22:0.3483 23:0.9101 30:0.422776 #T0911:RaptorX-Contact_TS1
0.50674 1:0.34701 2:0.374002 3:0.729492719348835 4:0.287 5:0.901731662728125 6:0.265532 7:0.913640720205734 8:0.428766 9:0.371755 10:0.388067 11:0.418958 12:0.3906 13:0.814231845112075 14:0.758211809023715 15:0.898876404494382 16:0.678651685393258 17:0.766991627680792 18:0.937745731108977 19:0.946067415730337 20:1.2454442436 21:0.3146 22:0.4944 23:0.9101 30:0.435671 #T0911:RaptorX-Contact_TS2
0.50613 1:0.37959 2:0.379678 3:0.723070153014494 4:0.297 5:0.911466450819751 6:0.289227 7:0.930587625019417 8:0.451122 9:0.371761 10:0.406643 11:0.43879 12:0.3942 13:0.823857594862853 14:0.757840815045233 15:0.89438202247191 16:0.69438202247191 17:0.766646057815448 18:0.936691583834408 19:0.943820224719101 20:1.20730611273 21:0.2809 22:0.4831 23:0.9551 30:0.439970 #T0911:RaptorX-Contact_TS3
0.47304 1:0.33480 2:0.358116 3:0.745079442312782 4:0.273 5:0.887776836523134 6:0.263551 7:0.901257410811371 8:0.404631 9:0.334753 10:0.371096 11:0.381041 12:0.3760 13:0.798026159175549 14:0.752632630347307 15:0.896629213483146 16:0.669662921348315 17:0.763307245802237 18:0.936954167067867 19:0.944943820224719 20:1.21941377599 21:0.3034 22:0.4494 23:0.8876 30:0.422143 #T0911:RaptorX-Contact_TS4
0.48591 1:0.39017 2:0.359986 3:0.754243598942388 4:0.276 5:0.895347303438415 6:0.27183 7:0.914237926957662 8:0.433673 9:0.346798 10:0.408805 11:0.427109 12:0.3807 13:0.807243417696619 14:0.756884792100682 15:0.880898876404494 16:0.685393258426966 17:0.767317563786042 18:0.938058670673825 19:0.937078651685393 20:1.23896430966 21:0.2921 22:0.4157 23:0.8876 30:0.428686 #T0911:RaptorX-Contact_TS5
0.5337 1:0.32534 2:0.42825 3:0.708512555536757 4:0.342 5:0.976708399296666 6:0.347005 7:0.907243973730993 8:0.401032 9:0.339156 10:0.380409 11:0.393906 12:0.4428 13:0.794850583296936 14:0.818027453554408 15:0.8 16:0.687640449438202 17:0.821663887749476 18:0.945118135397719 19:0.896629213483146 20:1.13206860241 21:0.3146 22:0.4045 23:0.7416 30:0.438922 #T0911:RaptorX_TS1
0.56985 1:0.42322 2:0.436454 3:0.739480999667798 4:0.350 5:0.968888975953317 6:0.33779 7:0.955525962650374 8:0.442542 9:0.355232 10:0.399522 11:0.41706 12:0.4512 13:0.83694405083802 14:0.807097400188351 15:0.757303370786517 16:0.714606741573034 17:0.813551862481351 18:0.94418849607543 19:0.873033707865169 20:1.17833598651 21:0.3708 22:0.5393 23:0.7753 30:0.458116 #T0911:Seok-server_TS1
0.56863 1:0.41945 2:0.436446 3:0.744736949350972 4:0.349 5:0.970071750441999 6:0.332106 7:0.958888537410035 8:0.437562 9:0.345951 10:0.400143 11:0.41589 12:0.4510 13:0.841154924599827 14:0.806455295225593 15:0.750561797752809 16:0.707865168539326 17:0.813351245758519 18:0.944266237640389 19:0.869662921348315 20:1.16374456238 21:0.3708 22:0.5393 23:0.7753 30:0.457148 #T0911:Seok-server_TS2
0.57537 1:0.44951 2:0.436344 3:0.73717328867752 4:0.349 5:0.97660445293555 6:0.33893 7:0.966089335335439 8:0.458799 9:0.347176 10:0.40386 11:0.43493 12:0.4506 13:0.846536659854034 14:0.811991666904483 15:0.746067415730337 16:0.725842696629214 17:0.818940712979689 18:0.944381483513625 19:0.867415730337079 20:1.18476176012 21:0.382 22:0.5393 23:0.7753 30:0.459965 #T0911:Seok-server_TS3
0.57169 1:0.41444 2:0.437584 3:0.754417315324461 4:0.350 5:0.974803575217135 6:0.329332 7:0.960483021470857 8:0.459007 9:0.366431 10:0.420649 11:0.439901 12:0.4512 13:0.837272457515512 14:0.810179504009589 15:0.748314606741573 16:0.707865168539326 17:0.816789511756862 18:0.944441742196374 19:0.868539325842697 20:1.17642614824 21:0.3708 22:0.5393 23:0.7753 30:0.458802 #T0911:Seok-server_TS4
0.57047 1:0.43315 2:0.437872 3:0.736760815182647 4:0.351 5:0.968164189127305 6:0.332976 7:0.954969882117399 8:0.442668 9:0.358422 10:0.404463 11:0.429198 12:0.4523 13:0.842404203605472 14:0.808923832082418 15:0.766292134831461 16:0.707865168539326 17:0.8156586650993 18:0.944186204477009 19:0.87752808988764 20:1.17329420948 21:0.3708 22:0.5393 23:0.7753 30:0.459642 #T0911:Seok-server_TS5
0.5337 1:0.32534 2:0.42825 3:0.708512555536757 4:0.342 5:0.976708399296666 6:0.347005 7:0.907243973730993 8:0.401032 9:0.339156 10:0.380409 11:0.393906 12:0.4428 13:0.794850583296936 14:0.818027453554408 15:0.8 16:0.687640449438202 17:0.821663887749476 18:0.945118135397719 19:0.896629213483146 20:1.13206860241 21:0.3146 22:0.4045 23:0.7416 30:0.438922 #T0911:ToyPred_email_TS1
0.54718 1:0.38023 2:0.412018 3:0.747468660041568 4:0.325 5:0.964525062073097 6:0.369232 7:0.899294813303647 8:0.397163 9:0.311569 10:0.35856 11:0.367656 12:0.4272 13:0.774803706161043 14:0.808124768128763 15:0.786516853932584 16:0.710112359550562 17:0.8141854090446 18:0.944716938085004 19:0.886516853932584 20:1.17090017521 21:0.3146 22:0.4831 23:0.764 30:0.436237 #T0911:ZHOU-SPARKS-X_TS1
0.52267 1:0.44477 2:0.380958 3:0.715673622320003 4:0.288 5:1 6:0.359318 7:0.96515792740641 8:0.474411 9:0.380468 10:0.459758 11:0.447888 12:0.3986 13:0.822522096601574 14:0.808909563083245 15:0.829213483146067 16:0.707865168539326 17:0.816089327463674 18:0.944969742632607 19:0.91123595505618 20:1.22531160692 21:0.4382 22:0.4494 23:0.764 30:0.431561 #T0911:ZHOU-SPARKS-X_TS2
0.44853 1:0.46263 2:0.329077 3:0.750693527665157 4:0.232 5:0.99077982031167 6:0.347086 7:0.936901916774539 8:0.459514 9:0.352583 10:0.457355 11:0.444066 12:0.3470 13:0.785116742739212 14:0.807653891156074 15:0.835955056179775 16:0.701123595505618 17:0.81331838123348 18:0.945526598029581 19:0.914606741573034 20:1.20745265745 21:0.4719 22:0.4607 23:0.8315 30:0.404803 #T0911:ZHOU-SPARKS-X_TS3
0.45895 1:0.44742 2:0.343274 3:0.744927131740823 4:0.269 5:0.985454766295999 6:0.33978 7:0.911162494174908 8:0.404258 9:0.348831 10:0.430521 11:0.397458 12:0.3496 13:0.737653675987637 14:0.828044290973431 15:0.743820224719101 16:0.692134831460674 17:0.829637891425059 18:0.947624820460473 19:0.868539325842697 20:1.15785507016 21:0.2584 22:0.382 23:0.618 30:0.391605 #T0911:ZHOU-SPARKS-X_TS4
0.49755 1:0.33732 2:0.336462 3:0.729575872688121 4:0.247 5:0.938037659646207 6:0.325477 7:0.880721534717548 8:0.382878 9:0.292583 10:0.403544 11:0.363432 12:0.3449 13:0.752775653229221 14:0.796267229816501 15:0.761797752808989 16:0.658426966292135 17:0.800297317395916 18:0.944268419582636 19:0.87752808988764 20:1.12763403207 21:0.3708 22:0.4157 23:0.7079 30:0.388028 #T0911:ZHOU-SPARKS-X_TS5
0.60846 1:0.51569 2:0.449241 3:0.777778463861435 4:0.357 5:0.996107388224951 6:0.362201 7:0.991400303560641 8:0.478169 9:0.440018 10:0.509768 11:0.501215 12:0.4656 13:0.847020901334631 14:0.808267458120487 15:0.838202247191011 16:0.707865168539326 17:0.813198714250096 18:0.944554768314963 19:0.915730337078652 20:1.23059674521 21:0.3933 22:0.573 23:0.7865 30:0.476653 #T0911:Zhang-Server_TS1
0.57782 1:0.46661 2:0.411295 3:0.738460930485866 4:0.319 5:1 6:0.366475 7:1 8:0.518342 9:0.423201 10:0.492702 11:0.504912 12:0.4345 13:0.849444642636856 14:0.802559858451528 15:0.820224719101124 16:0.719101123595506 17:0.810787823666201 18:0.945075600246845 19:0.906741573033708 20:1.26641545842 21:0.4494 22:0.4831 23:0.809 30:0.458678 #T0911:Zhang-Server_TS2
0.59069 1:0.48091 2:0.438737 3:0.755564996066682 4:0.354 5:0.991797799404871 6:0.363623 7:0.987377619133917 8:0.498992 9:0.410043 10:0.463698 11:0.472351 12:0.4612 13:0.809434507039906 14:0.809123598070831 15:0.802247191011236 16:0.728089887640449 17:0.813324198956738 18:0.945590621820669 19:0.897752808988764 20:1.21908569213 21:0.3933 22:0.5618 23:0.8427 30:0.468955 #T0911:Zhang-Server_TS3
0.59743 1:0.43787 2:0.443826 3:0.731289984097953 4:0.351 5:0.99821218344653 6:0.365944 7:0.976701857229155 8:0.529227 9:0.443552 10:0.526325 11:0.515521 12:0.4587 13:0.82090200144699 14:0.807439856168488 15:0.793258426966292 16:0.732584269662921 17:0.814044999301397 18:0.945524233922085 19:0.893258426966292 20:1.22852409501 21:0.4382 22:0.4719 23:0.8202 30:0.468833 #T0911:Zhang-Server_TS4
0.56373 1:0.37240 2:0.418757 3:0.717608378234078 4:0.329 5:0.995049196537432 6:0.338777 7:0.985275327292497 8:0.438985 9:0.331225 10:0.429478 11:0.423643 12:0.4394 13:0.820362680998756 14:0.806355412231386 15:0.775280898876405 16:0.68314606741573 17:0.813435138751862 18:0.94524096948523 19:0.884269662921348 20:1.19464668241 21:0.3146 22:0.4382 23:0.7416 30:0.441963 #T0911:Zhang-Server_TS5
0.43321 1:0.33516 2:0.308056 3:0.712377950862963 4:0.214 5:0.869584225008937 6:0.280222 7:0.866185772968122 8:0.384633 9:0.362638 10:0.429196 11:0.403179 12:0.3286 13:0.763931277985417 14:0.780942324705345 15:0.793258426966292 16:0.701123595505618 17:0.788731883878577 18:0.942568204787567 19:0.893258426966292 20:1.16654394926 21:0.2809 22:0.1685 23:0.3596 30:0.352082 #T0911:chuo-u-server_TS1
0.09743 1:0.27009 2:0.0920314 3:0.719584299167602 4:0.058 5:0.869923121054615 6:0.271461 7:0.827393155404822 8:0.358989 9:0.334039 10:0.39933 11:0.390693 12:0.0860 13:0.72691247711989 14:0.788804543249336 15:0.739325842696629 16:0.669662921348315 17:0.797699889196689 18:0.94625476986593 19:0.862921348314607 20:1.22770273353 21:0.1461 22:0.1236 23:0 30:0.120787 #T0911:chuo-u-server_TS2
0.43321 1:0.33516 2:0.308056 3:0.712377950862963 4:0.215 5:0.869584225008937 6:0.280222 7:0.866185772968122 8:0.384633 9:0.362638 10:0.429196 11:0.403179 12:0.3286 13:0.763931277985417 14:0.780942324705345 15:0.793258426966292 16:0.701123595505618 17:0.788731883878577 18:0.942568204787567 19:0.893258426966292 20:1.16654394926 21:0.2809 22:0.1685 23:0.3596 30:0.352345 #T0911:chuo-u-server_TS3
0.09988 1:0.25485 2:0.09422 3:0.725126757386136 4:0.055 5:0.880153729380622 6:0.284487 7:0.824728445537548 8:0.304653 9:0.249026 10:0.325095 11:0.287463 12:0.0898 13:0.698391507436661 14:0.793969920949745 15:0.696629213483146 16:0.669662921348315 17:0.802584254634051 18:0.944014144296134 19:0.844943820224719 20:1.15335333983 21:0.0562 22:0.0337 23:0.0562 30:0.112516 #T0911:chuo-u-server_TS4
0.11581 1:0.33900 2:0.102151 3:0.726276908029525 4:0.054 5:0.918244753350015 6:0.304045 7:0.875767172698873 8:0.376366 9:0.261182 10:0.372035 11:0.34049 12:0.0971 13:0.739644920698956 14:0.794226762934848 15:0.732584269662921 16:0.696629213483146 17:0.804823725718559 18:0.944810893692924 19:0.860674157303371 20:1.19507600963 21:0.1236 22:0.0449 23:0.0112 30:0.125002 #T0911:chuo-u-server_TS5
0.43321 1:0.33516 2:0.308056 3:0.712377950862963 4:0.215 5:0.869584225008937 6:0.280222 7:0.866185772968122 8:0.384633 9:0.362638 10:0.429196 11:0.403179 12:0.3286 13:0.763931277985417 14:0.780942324705345 15:0.793258426966292 16:0.701123595505618 17:0.788731883878577 18:0.942568204787567 19:0.893258426966292 20:1.16654394926 21:0.2809 22:0.1685 23:0.3596 30:0.352345 #T0911:chuo-u2_TS1
0.09743 1:0.27009 2:0.0920314 3:0.719584299167602 4:0.058 5:0.869923121054615 6:0.271461 7:0.827393155404822 8:0.358989 9:0.334039 10:0.39933 11:0.390693 12:0.0860 13:0.72691247711989 14:0.788804543249336 15:0.739325842696629 16:0.669662921348315 17:0.797699889196689 18:0.94625476986593 19:0.862921348314607 20:1.22770273353 21:0.1461 22:0.1236 23:0 30:0.120787 #T0911:chuo-u2_TS2
0.43321 1:0.33516 2:0.308056 3:0.712377950862963 4:0.215 5:0.869584225008937 6:0.280222 7:0.866185772968122 8:0.384633 9:0.362638 10:0.429196 11:0.403179 12:0.3286 13:0.763931277985417 14:0.780942324705345 15:0.793258426966292 16:0.701123595505618 17:0.788731883878577 18:0.942568204787567 19:0.893258426966292 20:1.16654394926 21:0.2809 22:0.1685 23:0.3596 30:0.352345 #T0911:chuo-u2_TS3
